"SaleID","SaleDate","CustomerID","SaleAmount","InvoiceSentDate","EmailFollowUpDate","PhoneCallFollow-UpDate","CollectionDate","WriteOffDate","BestCollectionApproach"
"S5854",2023-06-08,"C078",397.470001220703,2023-06-09,2023-06-18,2023-06-28,2023-08-08,NA,NA
"S5923",2023-07-04,"C078",227.639999389648,2023-07-05,2023-07-14,2023-07-24,2023-09-16,NA,NA
"S6221",2023-10-21,"C078",1022.71002197266,2023-10-22,2023-10-31,2023-11-10,NA,2024-02-18,NA
"S6673",2024-04-05,"C078",979.900024414062,2024-04-06,2024-04-15,2024-04-25,2024-06-08,NA,NA
"S6724",2024-04-24,"C078",290.299987792969,2024-04-25,2024-05-04,2024-05-14,2024-06-06,NA,NA
"S6739",2024-04-27,"C078",201.729995727539,2024-04-28,2024-05-07,2024-05-17,2024-06-18,NA,NA
"S6790",2024-05-19,"C078",689.210021972656,2024-05-20,2024-05-29,2024-06-08,2024-06-28,NA,NA
"S6805",2024-05-25,"C078",876.840026855469,2024-05-26,2024-06-04,2024-06-14,2024-07-14,NA,NA
"S6866",2024-06-18,"C078",307.239990234375,2024-06-19,2024-06-28,2024-07-08,2024-07-16,NA,NA
"S7150",2024-10-04,"C078",312.709991455078,2024-10-05,2024-10-14,2024-10-24,2024-11-26,NA,NA
"S7308",2024-11-25,"C078",897.900024414062,2024-11-26,2024-12-05,2024-12-15,2024-12-29,NA,NA
"S7358",2024-12-12,"C078",946.630004882812,2024-12-13,2024-12-22,2025-01-01,2025-02-18,NA,NA
"S7377",2024-12-18,"C078",701.450012207031,2024-12-19,2024-12-28,2025-01-07,2025-02-22,NA,NA
"S3429",2021-01-04,"C079",772.570007324219,2021-01-05,2021-01-14,2021-01-24,2021-02-12,NA,NA
"S3757",2021-05-08,"C079",183.119995117188,2021-05-09,2021-05-18,2021-05-28,2021-06-26,NA,NA
"S3872",2021-06-16,"C079",156.360000610352,2021-06-17,2021-06-26,2021-07-06,2021-07-21,NA,NA
"S3966",2021-07-20,"C079",746.359985351562,2021-07-21,2021-07-30,2021-08-09,2021-09-24,NA,NA
"S3972",2021-07-22,"C079",883.849975585938,2021-07-23,2021-08-01,2021-08-11,2021-10-05,NA,NA
"S3994",2021-07-27,"C079",684.599975585938,2021-07-28,2021-08-06,2021-08-16,2021-09-19,NA,NA
"S4019",2021-08-07,"C079",147.210006713867,2021-08-08,2021-08-17,2021-08-27,2021-10-16,NA,NA
"S4062",2021-08-22,"C079",583.010009765625,2021-08-23,2021-09-01,2021-09-11,2021-11-02,NA,NA
"S4063",2021-08-22,"C079",401.140014648438,2021-08-23,2021-09-01,2021-09-11,2021-11-07,NA,NA
"S4113",2021-09-15,"C079",1003.28002929688,2021-09-16,2021-09-25,2021-10-05,NA,2022-01-13,NA
"S4178",2021-10-03,"C079",212.580001831055,2021-10-04,2021-10-13,2021-10-23,2021-11-08,NA,NA
"S4257",2021-10-28,"C079",164.679992675781,2021-10-29,2021-11-07,2021-11-17,2021-12-26,NA,NA
"S4409",2021-12-25,"C079",280.739990234375,2021-12-26,2022-01-04,2022-01-14,NA,2022-04-24,NA
"S4668",2022-04-03,"C079",816.570007324219,2022-04-04,2022-04-13,2022-04-23,2022-05-19,NA,NA
"S4751",2022-04-27,"C079",133.25,2022-04-28,2022-05-07,2022-05-17,2022-05-30,NA,NA
"S4870",2022-06-13,"C079",730.22998046875,2022-06-14,2022-06-23,2022-07-03,2022-07-15,NA,NA
"S5009",2022-08-06,"C079",236.279998779297,2022-08-07,2022-08-16,2022-08-26,NA,2022-12-04,NA
"S5028",2022-08-12,"C079",719.659973144531,2022-08-13,2022-08-22,2022-09-01,2022-09-20,NA,NA
"S5131",2022-09-21,"C079",1055.41003417969,2022-09-22,2022-10-01,2022-10-11,2022-10-21,NA,NA
"S5350",2022-12-09,"C079",676.489990234375,2022-12-10,2022-12-19,2022-12-29,2023-01-04,NA,NA
"S5419",2022-12-28,"C079",454.970001220703,2022-12-29,2023-01-07,2023-01-17,NA,2023-04-27,NA
"S5583",2023-03-04,"C079",1032.42004394531,2023-03-05,2023-03-14,2023-03-24,2023-04-14,NA,NA
"S5649",2023-03-26,"C079",1062.43994140625,2023-03-27,2023-04-05,2023-04-15,2023-06-02,NA,NA
"S5736",2023-04-20,"C079",472.779998779297,2023-04-21,2023-04-30,2023-05-10,2023-07-05,NA,NA
"S6010",2023-08-03,"C079",948.159973144531,2023-08-04,2023-08-13,2023-08-23,2023-10-08,NA,NA
"S6031",2023-08-12,"C079",578.880004882812,2023-08-13,2023-08-22,2023-09-01,2023-10-03,NA,NA
"S6213",2023-10-18,"C079",683.650024414062,2023-10-19,2023-10-28,2023-11-07,2023-12-12,NA,NA
"S6252",2023-11-03,"C079",261.089996337891,2023-11-04,2023-11-13,2023-11-23,2023-11-29,NA,NA
"S6262",2023-11-08,"C079",184.110000610352,2023-11-09,2023-11-18,2023-11-28,2023-12-27,NA,NA
"S6398",2023-12-19,"C079",357.709991455078,2023-12-20,2023-12-29,2024-01-08,2024-03-01,NA,NA
"S6454",2024-01-11,"C079",327.200012207031,2024-01-12,2024-01-21,2024-01-31,2024-03-26,NA,NA
"S6492",2024-01-25,"C079",936.809997558594,2024-01-26,2024-02-04,2024-02-14,2024-04-09,NA,NA
"S6581",2024-02-25,"C079",661.119995117188,2024-02-26,2024-03-06,2024-03-16,2024-04-08,NA,NA
"S6840",2024-06-09,"C079",229.800003051758,2024-06-10,2024-06-19,2024-06-29,NA,2024-10-07,NA
"S6883",2024-06-24,"C079",268.059997558594,2024-06-25,2024-07-04,2024-07-14,2024-08-05,NA,NA
"S7102",2024-09-17,"C079",212.550003051758,2024-09-18,2024-09-27,2024-10-07,2024-10-13,NA,NA
"S7124",2024-09-24,"C079",245.639999389648,2024-09-25,2024-10-04,2024-10-14,2024-12-12,NA,NA
"S7177",2024-10-14,"C079",929.52001953125,2024-10-15,2024-10-24,2024-11-03,2024-11-09,NA,NA
"S7202",2024-10-20,"C079",186.160003662109,2024-10-21,2024-10-30,2024-11-09,NA,2025-02-17,NA
"S7312",2024-11-27,"C079",976.510009765625,2024-11-28,2024-12-07,2024-12-17,2025-02-15,NA,NA
"S3460",2021-01-15,"C080",1011.82000732422,2021-01-16,2021-01-25,2021-02-04,2021-03-31,NA,NA
"S3652",2021-03-26,"C080",680.409973144531,2021-03-27,2021-04-05,2021-04-15,2021-05-22,NA,NA
"S3766",2021-05-12,"C080",413.130004882812,2021-05-13,2021-05-22,2021-06-01,2021-07-04,NA,NA
"S3776",2021-05-15,"C080",980.049987792969,2021-05-16,2021-05-25,2021-06-04,2021-07-04,NA,NA
"S3832",2021-06-07,"C080",814.559997558594,2021-06-08,2021-06-17,2021-06-27,2021-08-08,NA,NA
"S3903",2021-06-26,"C080",201.820007324219,2021-06-27,2021-07-06,2021-07-16,NA,2021-10-24,NA
"S3943",2021-07-11,"C080",497.700012207031,2021-07-12,2021-07-21,2021-07-31,2021-08-21,NA,NA
"S3990",2021-07-27,"C080",937.809997558594,2021-07-28,2021-08-06,2021-08-16,2021-09-22,NA,NA
"S4071",2021-08-26,"C080",547.460021972656,2021-08-27,2021-09-05,2021-09-15,2021-11-12,NA,NA
"S4242",2021-10-22,"C080",283.279998779297,2021-10-23,2021-11-01,2021-11-11,2021-12-11,NA,NA
"S4309",2021-11-19,"C080",328.239990234375,2021-11-20,2021-11-29,2021-12-09,NA,2022-03-19,NA
"S4348",2021-12-03,"C080",527,2021-12-04,2021-12-13,2021-12-23,2022-02-13,NA,NA
"S4445",2022-01-11,"C080",145.610000610352,2022-01-12,2022-01-21,2022-01-31,NA,2022-05-11,NA
"S4635",2022-03-22,"C080",304.769989013672,2022-03-23,2022-04-01,2022-04-11,2022-05-19,NA,NA
"S4860",2022-06-11,"C080",678.260009765625,2022-06-12,2022-06-21,2022-07-01,2022-08-13,NA,NA
"S4994",2022-08-02,"C080",807.130004882812,2022-08-03,2022-08-12,2022-08-22,2022-10-03,NA,NA
"S5300",2022-11-15,"C080",493.760009765625,2022-11-16,2022-11-25,2022-12-05,2023-01-28,NA,NA
"S5453",2023-01-09,"C080",958.140014648438,2023-01-10,2023-01-19,2023-01-29,NA,2023-05-09,NA
"S5707",2023-04-12,"C080",681.989990234375,2023-04-13,2023-04-22,2023-05-02,2023-06-17,NA,NA
"S5974",2023-07-21,"C080",831.890014648438,2023-07-22,2023-07-31,2023-08-10,2023-09-05,NA,NA
"S6218",2023-10-20,"C080",932.700012207031,2023-10-21,2023-10-30,2023-11-09,2023-11-24,NA,NA
"S6254",2023-11-04,"C080",701.169982910156,2023-11-05,2023-11-14,2023-11-24,2024-01-04,NA,NA
"S6273",2023-11-12,"C080",545.309997558594,2023-11-13,2023-11-22,2023-12-02,2024-01-25,NA,NA
"S6324",2023-11-27,"C080",916.159973144531,2023-11-28,2023-12-07,2023-12-17,2024-01-12,NA,NA
"S6408",2023-12-23,"C080",657.510009765625,2023-12-24,2024-01-02,2024-01-12,2024-02-10,NA,NA
"S6415",2023-12-25,"C080",423.600006103516,2023-12-26,2024-01-04,2024-01-14,2024-01-29,NA,NA
"S6659",2024-03-28,"C080",847.809997558594,2024-03-29,2024-04-07,2024-04-17,2024-05-22,NA,NA
"S6759",2024-05-06,"C080",982.760009765625,2024-05-07,2024-05-16,2024-05-26,2024-06-20,NA,NA
"S6803",2024-05-23,"C080",740.159973144531,2024-05-24,2024-06-02,2024-06-12,2024-07-07,NA,NA
"S6848",2024-06-12,"C080",560.309997558594,2024-06-13,2024-06-22,2024-07-02,NA,2024-10-10,NA
"S6986",2024-08-01,"C080",1070.7099609375,2024-08-02,2024-08-11,2024-08-21,2024-10-03,NA,NA
"S7097",2024-09-15,"C080",339.160003662109,2024-09-16,2024-09-25,2024-10-05,2024-10-25,NA,NA
"S7198",2024-10-19,"C080",842.950012207031,2024-10-20,2024-10-29,2024-11-08,2024-11-25,NA,NA
"S7277",2024-11-15,"C080",145.960006713867,2024-11-16,2024-11-25,2024-12-05,2025-01-10,NA,NA
"S7304",2024-11-25,"C080",252.820007324219,2024-11-26,2024-12-05,2024-12-15,2025-01-27,NA,NA
"S3459",2021-01-15,"C081",845.450012207031,2021-01-16,2021-01-25,2021-02-04,2021-03-07,NA,NA
"S3533",2021-02-11,"C081",853.669982910156,2021-02-12,2021-02-21,2021-03-03,2021-04-19,NA,NA
"S3682",2021-04-12,"C081",536.119995117188,2021-04-13,2021-04-22,2021-05-02,2021-06-06,NA,NA
"S3820",2021-06-04,"C081",474.730010986328,2021-06-05,2021-06-14,2021-06-24,2021-08-23,NA,NA
"S3977",2021-07-23,"C081",359.739990234375,2021-07-24,2021-08-02,2021-08-12,2021-08-24,NA,NA
"S4175",2021-10-03,"C081",846.539978027344,2021-10-04,2021-10-13,2021-10-23,2021-12-11,NA,NA
"S4231",2021-10-19,"C081",450.010009765625,2021-10-20,2021-10-29,2021-11-08,2021-11-20,NA,NA
"S4237",2021-10-20,"C081",193.270004272461,2021-10-21,2021-10-30,2021-11-09,2021-11-25,NA,NA
"S4557",2022-02-19,"C081",1073.72998046875,2022-02-20,2022-03-01,2022-03-11,NA,2022-06-19,NA
"S4562",2022-02-21,"C081",239.580001831055,2022-02-22,2022-03-03,2022-03-13,NA,2022-06-21,NA
"S4655",2022-03-26,"C081",345.829986572266,2022-03-27,2022-04-05,2022-04-15,2022-06-06,NA,NA
"S4780",2022-05-11,"C081",852.530029296875,2022-05-12,2022-05-21,2022-05-31,2022-06-15,NA,NA
"S4979",2022-07-26,"C081",1083.18994140625,2022-07-27,2022-08-05,2022-08-15,2022-08-30,NA,NA
"S5070",2022-09-01,"C081",823.210021972656,2022-09-02,2022-09-11,2022-09-21,2022-10-09,NA,NA
"S5100",2022-09-10,"C081",786,2022-09-11,2022-09-20,2022-09-30,2022-11-11,NA,NA
"S5273",2022-11-06,"C081",171.25,2022-11-07,2022-11-16,2022-11-26,2023-01-24,NA,NA
"S5377",2022-12-16,"C081",212.199996948242,2022-12-17,2022-12-26,2023-01-05,2023-02-01,NA,NA
"S5420",2022-12-28,"C081",508.510009765625,2022-12-29,2023-01-07,2023-01-17,2023-01-31,NA,NA
"S5445",2023-01-08,"C081",899.349975585938,2023-01-09,2023-01-18,2023-01-28,2023-03-21,NA,NA
"S5577",2023-03-02,"C081",383.790008544922,2023-03-03,2023-03-12,2023-03-22,2023-04-07,NA,NA
"S5579",2023-03-03,"C081",1028.63000488281,2023-03-04,2023-03-13,2023-03-23,2023-04-07,NA,NA
"S5666",2023-04-03,"C081",207.800003051758,2023-04-04,2023-04-13,2023-04-23,2023-06-08,NA,NA
"S5681",2023-04-06,"C081",482.440002441406,2023-04-07,2023-04-16,2023-04-26,2023-06-04,NA,NA
"S5770",2023-05-03,"C081",125.900001525879,2023-05-04,2023-05-13,2023-05-23,2023-07-18,NA,NA
"S5794",2023-05-14,"C081",308.070007324219,2023-05-15,2023-05-24,2023-06-03,2023-06-17,NA,NA
"S5799",2023-05-16,"C081",601.559997558594,2023-05-17,2023-05-26,2023-06-05,2023-07-16,NA,NA
"S6016",2023-08-06,"C081",842.580017089844,2023-08-07,2023-08-16,2023-08-26,2023-09-28,NA,NA
"S6115",2023-09-14,"C081",713.609985351562,2023-09-15,2023-09-24,2023-10-04,NA,2024-01-12,NA
"S6243",2023-10-26,"C081",555.400024414062,2023-10-27,2023-11-05,2023-11-15,2023-11-29,NA,NA
"S6417",2023-12-26,"C081",140.740005493164,2023-12-27,2024-01-05,2024-01-15,2024-02-23,NA,NA
"S6508",2024-02-04,"C081",762.719970703125,2024-02-05,2024-02-14,2024-02-24,2024-03-08,NA,NA
"S6513",2024-02-06,"C081",854.030029296875,2024-02-07,2024-02-16,2024-02-26,NA,2024-06-05,NA
"S6518",2024-02-07,"C081",635.330017089844,2024-02-08,2024-02-17,2024-02-27,2024-04-27,NA,NA
"S6560",2024-02-18,"C081",959.059997558594,2024-02-19,2024-02-28,2024-03-09,2024-04-05,NA,NA
"S6605",2024-03-06,"C081",813.719970703125,2024-03-07,2024-03-16,2024-03-26,2024-05-09,NA,NA
"S6612",2024-03-08,"C081",108.949996948242,2024-03-09,2024-03-18,2024-03-28,2024-04-22,NA,NA
"S6662",2024-04-01,"C081",269.720001220703,2024-04-02,2024-04-11,2024-04-21,NA,2024-07-30,NA
"S6793",2024-05-21,"C081",399.019989013672,2024-05-22,2024-05-31,2024-06-10,2024-06-17,NA,NA
"S6863",2024-06-17,"C081",864.869995117188,2024-06-18,2024-06-27,2024-07-07,2024-09-01,NA,NA
"S6992",2024-08-03,"C081",856.849975585938,2024-08-04,2024-08-13,2024-08-23,2024-10-21,NA,NA
"S7075",2024-09-07,"C081",277.190002441406,2024-09-08,2024-09-17,2024-09-27,2024-11-25,NA,NA
"S7108",2024-09-19,"C081",589.239990234375,2024-09-20,2024-09-29,2024-10-09,2024-12-05,NA,NA
"S7125",2024-09-24,"C081",975.260009765625,2024-09-25,2024-10-04,2024-10-14,2024-10-27,NA,NA
"S7297",2024-11-21,"C081",799.099975585938,2024-11-22,2024-12-01,2024-12-11,2025-01-28,NA,NA
"S7371",2024-12-16,"C081",383.420013427734,2024-12-17,2024-12-26,2025-01-05,2025-01-26,NA,NA
"S7390",2024-12-21,"C081",987.080017089844,2024-12-22,2024-12-31,2025-01-10,2025-03-11,NA,NA
"S3539",2021-02-13,"C082",557.580017089844,2021-02-14,2021-02-23,2021-03-05,2021-03-23,NA,NA
"S3768",2021-05-13,"C082",1027.81005859375,2021-05-14,2021-05-23,2021-06-02,2021-07-07,NA,NA
"S3802",2021-05-26,"C082",410.869995117188,2021-05-27,2021-06-05,2021-06-15,2021-07-31,NA,NA
"S3924",2021-07-03,"C082",724.400024414062,2021-07-04,2021-07-13,2021-07-23,2021-08-21,NA,NA
"S3939",2021-07-09,"C082",206.039993286133,2021-07-10,2021-07-19,2021-07-29,NA,2021-11-06,NA
"S4056",2021-08-19,"C082",177.990005493164,2021-08-20,2021-08-29,2021-09-08,2021-10-11,NA,NA
"S4158",2021-09-26,"C082",1027.75,2021-09-27,2021-10-06,2021-10-16,2021-12-04,NA,NA
"S4368",2021-12-10,"C082",357.410003662109,2021-12-11,2021-12-20,2021-12-30,2022-01-11,NA,NA
"S4376",2021-12-13,"C082",175.210006713867,2021-12-14,2021-12-23,2022-01-02,2022-01-20,NA,NA
"S4404",2021-12-23,"C082",486.579986572266,2021-12-24,2022-01-02,2022-01-12,2022-02-21,NA,NA
"S4659",2022-03-27,"C082",334.690002441406,2022-03-28,2022-04-06,2022-04-16,2022-06-02,NA,NA
"S5188",2022-10-08,"C082",515.429992675781,2022-10-09,2022-10-18,2022-10-28,2022-12-24,NA,NA
"S5195",2022-10-10,"C082",1040.76000976562,2022-10-11,2022-10-20,2022-10-30,2022-11-28,NA,NA
"S5274",2022-11-07,"C082",365.820007324219,2022-11-08,2022-11-17,2022-11-27,2022-12-05,NA,NA
"S5466",2023-01-14,"C082",709.27001953125,2023-01-15,2023-01-24,2023-02-03,2023-03-16,NA,NA
"S5516",2023-02-08,"C082",616.580017089844,2023-02-09,2023-02-18,2023-02-28,2023-04-27,NA,NA
"S5673",2023-04-04,"C082",237.210006713867,2023-04-05,2023-04-14,2023-04-24,2023-05-01,NA,NA
"S5757",2023-04-27,"C082",731.690002441406,2023-04-28,2023-05-07,2023-05-17,2023-05-24,NA,NA
"S5800",2023-05-16,"C082",174.130004882812,2023-05-17,2023-05-26,2023-06-05,2023-07-08,NA,NA
"S5930",2023-07-07,"C082",954.659973144531,2023-07-08,2023-07-17,2023-07-27,2023-08-20,NA,NA
"S6192",2023-10-11,"C082",645.219970703125,2023-10-12,2023-10-21,2023-10-31,2023-12-28,NA,NA
"S6338",2023-12-02,"C082",531.349975585938,2023-12-03,2023-12-12,2023-12-22,2024-02-10,NA,NA
"S6346",2023-12-04,"C082",183.020004272461,2023-12-05,2023-12-14,2023-12-24,NA,2024-04-02,NA
"S6360",2023-12-08,"C082",680.150024414062,2023-12-09,2023-12-18,2023-12-28,2024-01-05,NA,NA
"S6451",2024-01-10,"C082",508.910003662109,2024-01-11,2024-01-20,2024-01-30,2024-03-06,NA,NA
"S6458",2024-01-12,"C082",164.649993896484,2024-01-13,2024-01-22,2024-02-01,2024-02-17,NA,NA
"S6713",2024-04-20,"C082",698.599975585938,2024-04-21,2024-04-30,2024-05-10,2024-05-16,NA,NA
"S6816",2024-06-01,"C082",121.669998168945,2024-06-02,2024-06-11,2024-06-21,NA,2024-09-29,NA
"S6873",2024-06-22,"C082",663.380004882812,2024-06-23,2024-07-02,2024-07-12,2024-08-27,NA,NA
"S6889",2024-06-26,"C082",485.739990234375,2024-06-27,2024-07-06,2024-07-16,2024-08-11,NA,NA
"S7066",2024-09-04,"C082",270.380004882812,2024-09-05,2024-09-14,2024-09-24,2024-10-01,NA,NA
"S7106",2024-09-18,"C082",479.170013427734,2024-09-19,2024-09-28,2024-10-08,2024-10-18,NA,NA
"S7114",2024-09-20,"C082",538.75,2024-09-21,2024-09-30,2024-10-10,2024-11-23,NA,NA
"S7188",2024-10-16,"C082",653.77001953125,2024-10-17,2024-10-26,2024-11-05,2024-12-10,NA,NA
"S7196",2024-10-18,"C082",501.040008544922,2024-10-19,2024-10-28,2024-11-07,NA,2025-02-15,NA
"S7407",2024-12-24,"C082",455.089996337891,2024-12-25,2025-01-03,2025-01-13,2025-03-03,NA,NA
"S3437",2021-01-07,"C083",571.890014648438,2021-01-08,2021-01-17,2021-01-27,2021-03-22,NA,NA
"S3526",2021-02-10,"C083",415.609985351562,2021-02-11,2021-02-20,2021-03-02,2021-04-18,NA,NA
"S3530",2021-02-11,"C083",647.710021972656,2021-02-12,2021-02-21,2021-03-03,2021-04-10,NA,NA
"S3813",2021-06-02,"C083",1066.85998535156,2021-06-03,2021-06-12,2021-06-22,2021-07-28,NA,NA
"S3951",2021-07-13,"C083",1070.27001953125,2021-07-14,2021-07-23,2021-08-02,2021-09-25,NA,NA
"S3960",2021-07-17,"C083",1010.59002685547,2021-07-18,2021-07-27,2021-08-06,2021-09-25,NA,NA
"S4099",2021-09-10,"C083",984.919982910156,2021-09-11,2021-09-20,2021-09-30,NA,2022-01-08,NA
"S4128",2021-09-19,"C083",276.220001220703,2021-09-20,2021-09-29,2021-10-09,2021-10-24,NA,NA
"S4132",2021-09-20,"C083",814.530029296875,2021-09-21,2021-09-30,2021-10-10,2021-11-09,NA,NA
"S4145",2021-09-23,"C083",659.469970703125,2021-09-24,2021-10-03,2021-10-13,2021-11-27,NA,NA
"S4176",2021-10-03,"C083",434.609985351562,2021-10-04,2021-10-13,2021-10-23,2021-12-09,NA,NA
"S4192",2021-10-09,"C083",414.429992675781,2021-10-10,2021-10-19,2021-10-29,2021-12-20,NA,NA
"S4313",2021-11-19,"C083",216.710006713867,2021-11-20,2021-11-29,2021-12-09,2021-12-24,NA,NA
"S4614",2022-03-17,"C083",978.190002441406,2022-03-18,2022-03-27,2022-04-06,2022-05-24,NA,NA
"S4676",2022-04-04,"C083",771.97998046875,2022-04-05,2022-04-14,2022-04-24,2022-05-20,NA,NA
"S4735",2022-04-23,"C083",757.390014648438,2022-04-24,2022-05-03,2022-05-13,2022-05-23,NA,NA
"S4745",2022-04-26,"C083",748.72998046875,2022-04-27,2022-05-06,2022-05-16,2022-06-12,NA,NA
"S4770",2022-05-06,"C083",280.350006103516,2022-05-07,2022-05-16,2022-05-26,2022-06-27,NA,NA
"S4820",2022-05-25,"C083",545.340026855469,2022-05-26,2022-06-04,2022-06-14,2022-06-24,NA,NA
"S4865",2022-06-13,"C083",739.419982910156,2022-06-14,2022-06-23,2022-07-03,2022-08-05,NA,NA
"S4984",2022-07-27,"C083",862.25,2022-07-28,2022-08-06,2022-08-16,2022-09-12,NA,NA
"S5017",2022-08-09,"C083",295.890014648438,2022-08-10,2022-08-19,2022-08-29,2022-10-02,NA,NA
"S5102",2022-09-11,"C083",976.010009765625,2022-09-12,2022-09-21,2022-10-01,NA,2023-01-09,NA
"S5138",2022-09-23,"C083",761.679992675781,2022-09-24,2022-10-03,2022-10-13,NA,2023-01-21,NA
"S5174",2022-10-05,"C083",1071.31005859375,2022-10-06,2022-10-15,2022-10-25,2022-11-15,NA,NA
"S5283",2022-11-10,"C083",470.029998779297,2022-11-11,2022-11-20,2022-11-30,2023-01-10,NA,NA
"S5285",2022-11-11,"C083",174.710006713867,2022-11-12,2022-11-21,2022-12-01,2022-12-25,NA,NA
"S5356",2022-12-10,"C083",708.260009765625,2022-12-11,2022-12-20,2022-12-30,2023-01-08,NA,NA
"S5608",2023-03-13,"C083",106.360000610352,2023-03-14,2023-03-23,2023-04-02,NA,2023-07-11,NA
"S5630",2023-03-20,"C083",1037.23999023438,2023-03-21,2023-03-30,2023-04-09,2023-04-21,NA,NA
"S5645",2023-03-25,"C083",377.850006103516,2023-03-26,2023-04-04,2023-04-14,NA,2023-07-23,NA
"S6116",2023-09-14,"C083",901.099975585938,2023-09-15,2023-09-24,2023-10-04,2023-10-27,NA,NA
"S6177",2023-10-05,"C083",581.169982910156,2023-10-06,2023-10-15,2023-10-25,2023-12-14,NA,NA
"S6234",2023-10-24,"C083",722.150024414062,2023-10-25,2023-11-03,2023-11-13,2023-12-22,NA,NA
"S6330",2023-12-01,"C083",1065.08996582031,2023-12-02,2023-12-11,2023-12-21,2024-01-30,NA,NA
"S6478",2024-01-19,"C083",1049.63000488281,2024-01-20,2024-01-29,2024-02-08,2024-03-30,NA,NA
"S6527",2024-02-10,"C083",622.109985351562,2024-02-11,2024-02-20,2024-03-01,2024-03-18,NA,NA
"S6647",2024-03-23,"C083",688.909973144531,2024-03-24,2024-04-02,2024-04-12,2024-04-28,NA,NA
"S6828",2024-06-05,"C083",225.100006103516,2024-06-06,2024-06-15,2024-06-25,2024-08-24,NA,NA
"S6918",2024-07-10,"C083",976.190002441406,2024-07-11,2024-07-20,2024-07-30,2024-09-05,NA,NA
"S7076",2024-09-08,"C083",748.760009765625,2024-09-09,2024-09-18,2024-09-28,2024-10-31,NA,NA
"S7171",2024-10-10,"C083",433.190002441406,2024-10-11,2024-10-20,2024-10-30,2024-11-12,NA,NA
"S7181",2024-10-15,"C083",765.419982910156,2024-10-16,2024-10-25,2024-11-04,2024-11-16,NA,NA
"S3639",2021-03-20,"C084",472.570007324219,2021-03-21,2021-03-30,2021-04-09,2021-06-03,NA,NA
"S3710",2021-04-22,"C084",232.839996337891,2021-04-23,2021-05-02,2021-05-12,NA,2021-08-20,NA
"S3719",2021-04-24,"C084",907.869995117188,2021-04-25,2021-05-04,2021-05-14,2021-07-13,NA,NA
"S3744",2021-05-05,"C084",949.590026855469,2021-05-06,2021-05-15,2021-05-25,2021-06-29,NA,NA
"S3748",2021-05-06,"C084",405.670013427734,2021-05-07,2021-05-16,2021-05-26,2021-06-06,NA,NA
"S3853",2021-06-12,"C084",123.029998779297,2021-06-13,2021-06-22,2021-07-02,NA,2021-10-10,NA
"S3912",2021-06-27,"C084",1095.57995605469,2021-06-28,2021-07-07,2021-07-17,2021-08-22,NA,NA
"S3996",2021-07-28,"C084",115.900001525879,2021-07-29,2021-08-07,2021-08-17,2021-09-29,NA,NA
"S4044",2021-08-15,"C084",556.340026855469,2021-08-16,2021-08-25,2021-09-04,2021-09-25,NA,NA
"S4254",2021-10-27,"C084",109.220001220703,2021-10-28,2021-11-06,2021-11-16,NA,2022-02-24,NA
"S4336",2021-11-26,"C084",318.570007324219,2021-11-27,2021-12-06,2021-12-16,2022-01-13,NA,NA
"S4495",2022-01-27,"C084",424.660003662109,2022-01-28,2022-02-06,2022-02-16,2022-02-26,NA,NA
"S4764",2022-05-04,"C084",454.700012207031,2022-05-05,2022-05-14,2022-05-24,2022-06-13,NA,NA
"S5022",2022-08-10,"C084",141.880004882812,2022-08-11,2022-08-20,2022-08-30,2022-09-19,NA,NA
"S5094",2022-09-07,"C084",137.210006713867,2022-09-08,2022-09-17,2022-09-27,2022-10-18,NA,NA
"S5204",2022-10-11,"C084",514.659973144531,2022-10-12,2022-10-21,2022-10-31,2022-11-25,NA,NA
"S5280",2022-11-10,"C084",786.619995117188,2022-11-11,2022-11-20,2022-11-30,2023-01-19,NA,NA
"S5334",2022-12-03,"C084",1004.71997070312,2022-12-04,2022-12-13,2022-12-23,2023-01-11,NA,NA
"S5340",2022-12-05,"C084",899.659973144531,2022-12-06,2022-12-15,2022-12-25,NA,2023-04-04,NA
"S5491",2023-01-27,"C084",983.030029296875,2023-01-28,2023-02-06,2023-02-16,2023-03-19,NA,NA
"S5653",2023-03-27,"C084",685.539978027344,2023-03-28,2023-04-06,2023-04-16,2023-05-10,NA,NA
"S5769",2023-05-02,"C084",679.97998046875,2023-05-03,2023-05-12,2023-05-22,2023-07-04,NA,NA
"S6156",2023-09-27,"C084",191.110000610352,2023-09-28,2023-10-07,2023-10-17,2023-11-22,NA,NA
"S6181",2023-10-08,"C084",753.169982910156,2023-10-09,2023-10-18,2023-10-28,2023-11-03,NA,NA
"S6321",2023-11-26,"C084",248.779998779297,2023-11-27,2023-12-06,2023-12-16,2024-01-10,NA,NA
"S6392",2023-12-18,"C084",368.739990234375,2023-12-19,2023-12-28,2024-01-07,2024-02-23,NA,NA
"S6537",2024-02-13,"C084",615.969970703125,2024-02-14,2024-02-23,2024-03-04,NA,2024-06-12,NA
"S6641",2024-03-22,"C084",809.909973144531,2024-03-23,2024-04-01,2024-04-11,2024-05-02,NA,NA
"S6687",2024-04-10,"C084",462.390014648438,2024-04-11,2024-04-20,2024-04-30,NA,2024-08-08,NA
"S6769",2024-05-08,"C084",232.619995117188,2024-05-09,2024-05-18,2024-05-28,2024-07-17,NA,NA
"S6798",2024-05-23,"C084",314.549987792969,2024-05-24,2024-06-02,2024-06-12,2024-07-23,NA,NA
